age,job,marital,education,default,housing,loan,duration,voicemail,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
43,self-employed,married,basic.9y,no,no,no,173,yes,1.1,93.994,-36.4,4.858,5191,no
52,technician,married,high.school,no,yes,no,503,no,1.1,93.994,-36.4,4.857,5191,no
26,housemaid,single,high.school,unknown,yes,yes,127,no,1.4,93.918,-42.7,4.963,5228.1,no
24,blue-collar,married,basic.9y,no,yes,yes,101,no,1.1,93.994,-36.4,4.855,5191,no
35,blue-collar,single,basic.6y,no,no,no,370,no,-0.1,93.2,-42,4.076,5195.8,no
59,technician,married,professional.course,no,no,no,1207,yes,-1.7,94.055,-39.8,0.742,4991.6,yes
28,blue-collar,married,basic.6y,unknown,no,no,262,yes,1.1,93.994,-36.4,4.855,5191,no
37,blue-collar,single,basic.9y,no,no,no,211,no,1.1,93.994,-36.4,4.857,5191,no
46,admin.,married,professional.course,no,no,no,609,yes,-1.8,93.075,-47.1,1.405,5099.1,no
26,technician,single,university.degree,no,yes,no,806,no,-1.7,94.215,-40.3,0.861,4991.6,yes
40,management,married,university.degree,no,yes,no,77,yes,1.4,93.444,-36.1,4.963,5228.1,no
56,blue-collar,married,basic.4y,unknown,yes,no,335,yes,1.4,93.918,-42.7,4.961,5228.1,no
40,management,married,university.degree,no,yes,no,459,no,-1.8,92.893,-46.2,1.344,5099.1,no
29,admin.,single,university.degree,no,yes,yes,266,yes,1.1,93.994,-36.4,4.859,5191,no
28,blue-collar,single,basic.9y,no,yes,no,225,no,-1.8,92.893,-46.2,1.266,5099.1,no
48,technician,single,unknown,unknown,no,no,257,yes,1.1,93.994,-36.4,4.86,5191,no
28,unemployed,single,university.degree,no,yes,no,434,unknown,-1.8,92.893,-46.2,1.244,5099.1,no
33,technician,married,professional.course,no,no,no,191,no,1.1,93.994,-36.4,4.86,5191,no
56,entrepreneur,married,university.degree,no,yes,yes,82,yes,1.4,94.465,-41.8,4.961,5228.1,no
57,retired,married,basic.9y,no,no,no,388,yes,1.4,93.444,-36.1,4.965,5228.1,yes
24,admin.,single,high.school,unknown,yes,no,15,no,1.4,93.918,-42.7,4.958,5228.1,no
39,self-employed,married,university.degree,no,no,no,17,no,1.1,93.994,-36.4,4.858,5191,no
40,blue-collar,married,unknown,no,yes,yes,155,no,1.1,93.994,-36.4,4.857,5191,no
54,blue-collar,divorced,unknown,unknown,yes,no,339,no,1.4,94.465,-41.8,4.958,5228.1,no
25,admin.,single,university.degree,no,no,no,188,no,1.4,94.465,-41.8,4.864,5228.1,no
36,blue-collar,married,basic.9y,unknown,no,no,951,yes,-1.8,92.893,-46.2,1.281,5099.1,yes
48,admin.,married,university.degree,no,yes,no,288,yes,-0.1,93.2,-42,4.12,5195.8,no
32,admin.,single,university.degree,no,yes,no,206,no,1.4,93.444,-36.1,4.964,5228.1,no
48,admin.,married,university.degree,no,yes,yes,154,yes,1.4,93.918,-42.7,4.963,5228.1,no
30,technician,married,university.degree,unknown,yes,no,72,yes,1.1,93.994,-36.4,4.858,5191,no
41,admin.,divorced,high.school,no,no,no,293,no,1.1,93.994,-36.4,4.857,5191,no
54,retired,divorced,basic.4y,unknown,yes,no,141,yes,1.4,93.918,-42.7,4.962,5228.1,no
29,admin.,single,university.degree,no,yes,no,215,yes,-1.8,93.369,-34.8,0.639,5008.7,yes
28,blue-collar,single,high.school,no,yes,no,102,no,1.4,94.465,-41.8,4.865,5228.1,no
30,admin.,married,university.degree,no,no,no,178,yes,1.1,93.994,-36.4,4.857,5191,no
54,admin.,married,university.degree,no,yes,no,461,yes,1.1,93.994,-36.4,4.855,5191,no
33,entrepreneur,married,basic.9y,unknown,no,no,82,yes,1.1,93.994,-36.4,4.857,5191,no
38,blue-collar,married,basic.9y,no,no,no,204,yes,-1.8,92.893,-46.2,1.281,5099.1,no
46,housemaid,divorced,basic.6y,no,yes,no,143,yes,1.4,94.465,-41.8,4.864,5228.1,no
38,admin.,divorced,university.degree,no,no,no,50,yes,1.4,94.465,-41.8,4.959,5228.1,no
38,services,married,high.school,no,no,no,81,yes,1.4,93.918,-42.7,4.968,5228.1,no
33,blue-collar,married,high.school,no,yes,no,233,yes,1.1,93.994,-36.4,4.856,5191,no
25,admin.,married,university.degree,no,no,no,56,no,1.1,93.994,-36.4,4.864,5191,no
29,admin.,single,university.degree,unknown,yes,no,104,no,-1.8,92.893,-46.2,1.25,5099.1,no
60,technician,married,professional.course,unknown,no,no,55,no,1.4,93.918,-42.7,4.961,5228.1,no
57,services,married,high.school,no,yes,no,126,no,-1.8,92.893,-46.2,1.244,5099.1,no
36,admin.,single,university.degree,no,no,no,142,yes,1.4,93.444,-36.1,4.965,5228.1,no
54,admin.,married,university.degree,no,no,no,9,yes,1.4,93.918,-42.7,4.968,5228.1,no
25,self-employed,single,university.degree,no,no,no,247,yes,1.1,93.994,-36.4,4.856,5191,no
41,entrepreneur,married,university.degree,no,no,no,130,yes,1.1,93.994,-36.4,4.856,5191,no
54,management,married,university.degree,no,yes,no,336,yes,-1.8,93.075,-47.1,1.405,5099.1,no
39,blue-collar,divorced,basic.6y,unknown,no,no,101,yes,-1.8,92.893,-46.2,1.281,5099.1,no
55,entrepreneur,divorced,university.degree,unknown,no,no,56,no,-1.8,92.893,-46.2,1.313,5099.1,no
40,admin.,married,high.school,no,no,no,160,no,1.1,93.994,-36.4,4.857,5191,no
43,unemployed,married,university.degree,unknown,yes,no,424,no,1.1,93.994,-36.4,4.857,5191,no
81,retired,married,basic.4y,no,no,no,617,yes,-1.8,92.893,-46.2,1.354,5099.1,yes
43,technician,divorced,professional.course,no,yes,no,143,yes,-1.8,92.893,-46.2,1.264,5099.1,no
34,admin.,married,high.school,no,yes,no,238,no,-1.7,94.055,-39.8,0.704,4991.6,yes
42,technician,married,high.school,no,yes,no,188,yes,1.4,93.444,-36.1,4.968,5228.1,no
30,services,married,basic.6y,no,no,no,154,yes,-0.1,93.2,-42,4.153,5195.8,no
24,services,single,basic.9y,unknown,no,yes,222,yes,1.4,94.465,-41.8,4.865,5228.1,no
51,unknown,married,unknown,unknown,yes,no,10,yes,1.4,93.444,-36.1,4.963,5228.1,no
42,blue-collar,married,basic.9y,no,no,no,632,unknown,-1.8,92.893,-46.2,1.344,5099.1,no
51,self-employed,married,basic.4y,unknown,no,yes,91,no,1.1,93.994,-36.4,4.859,5191,no
38,blue-collar,married,high.school,unknown,no,no,90,yes,1.4,93.918,-42.7,4.962,5228.1,no
45,blue-collar,married,basic.4y,unknown,yes,yes,187,yes,1.4,93.444,-36.1,4.965,5228.1,no
51,admin.,divorced,university.degree,unknown,no,no,86,no,1.4,93.444,-36.1,4.963,5228.1,no
44,admin.,married,university.degree,unknown,no,no,165,no,1.1,93.994,-36.4,4.859,5191,no
52,technician,married,basic.9y,no,yes,no,102,yes,-0.1,93.2,-42,4.021,5195.8,no
49,admin.,married,university.degree,no,yes,no,212,yes,1.1,93.994,-36.4,4.857,5191,no
49,technician,married,professional.course,no,yes,no,57,no,1.1,93.994,-36.4,4.856,5191,no
52,unknown,married,basic.6y,no,no,no,54,no,1.1,93.994,-36.4,4.864,5191,no
32,entrepreneur,married,university.degree,no,no,no,73,yes,-0.1,93.2,-42,4.076,5195.8,no
27,services,married,high.school,no,no,no,184,no,1.4,93.918,-42.7,4.963,5228.1,no
44,admin.,divorced,high.school,no,yes,no,173,no,-1.8,92.893,-46.2,1.291,5099.1,no
33,admin.,single,university.degree,no,no,no,6,no,-1.8,92.893,-46.2,1.281,5099.1,no
30,services,married,basic.9y,no,no,no,70,yes,1.4,93.918,-42.7,4.961,5228.1,no
32,admin.,single,university.degree,no,yes,no,96,yes,1.4,93.918,-42.7,4.958,5228.1,no
36,blue-collar,married,professional.course,unknown,yes,yes,102,yes,1.4,94.465,-41.8,4.961,5228.1,no
49,unemployed,married,high.school,no,yes,no,98,yes,1.4,93.918,-42.7,4.963,5228.1,no
48,services,single,basic.4y,unknown,yes,yes,106,yes,-1.8,92.893,-46.2,1.266,5099.1,no
48,technician,married,professional.course,no,yes,no,336,no,1.4,93.444,-36.1,4.964,5228.1,yes
42,blue-collar,married,basic.4y,no,no,no,456,yes,1.1,93.994,-36.4,4.857,5191,no
28,admin.,married,high.school,no,yes,no,293,no,-1.8,92.893,-46.2,1.334,5099.1,no
52,management,married,university.degree,unknown,yes,yes,118,yes,1.4,93.444,-36.1,4.968,5228.1,no
23,management,single,university.degree,no,yes,no,314,yes,1.4,93.918,-42.7,4.961,5228.1,no
36,blue-collar,married,basic.6y,no,yes,no,167,yes,1.1,93.994,-36.4,4.858,5191,no
43,admin.,divorced,university.degree,unknown,no,no,111,yes,1.4,93.444,-36.1,4.966,5228.1,no
31,services,divorced,high.school,unknown,yes,no,236,yes,-1.8,92.893,-46.2,1.327,5099.1,no
49,unemployed,married,basic.4y,no,yes,no,155,yes,1.4,93.444,-36.1,4.964,5228.1,no
36,blue-collar,married,basic.9y,no,yes,no,80,no,1.4,93.918,-42.7,4.962,5228.1,no
47,management,divorced,basic.4y,no,no,no,241,yes,1.1,93.994,-36.4,4.855,5191,no
31,technician,single,professional.course,no,unknown,unknown,202,yes,1.4,93.444,-36.1,4.963,5228.1,no
46,entrepreneur,married,professional.course,unknown,no,no,88,no,1.4,94.465,-41.8,4.961,5228.1,no
54,blue-collar,married,basic.9y,unknown,yes,no,439,no,1.4,93.444,-36.1,4.966,5228.1,no
35,admin.,married,university.degree,no,no,no,322,yes,-1.8,92.893,-46.2,1.27,5099.1,no
37,admin.,divorced,high.school,no,no,no,51,no,1.1,93.994,-36.4,4.86,5191,no
44,blue-collar,married,basic.9y,unknown,yes,no,147,no,1.4,94.465,-41.8,4.865,5228.1,no
30,unemployed,married,high.school,no,no,no,417,yes,-1.8,92.893,-46.2,1.354,5099.1,yes
33,admin.,single,high.school,no,yes,no,498,no,1.4,93.918,-42.7,4.961,5228.1,no
57,services,divorced,unknown,no,no,no,405,no,-1.8,92.893,-46.2,1.313,5099.1,no
39,admin.,single,unknown,no,no,yes,219,no,1.1,93.994,-36.4,4.857,5191,no
43,unemployed,married,basic.4y,no,no,no,117,yes,-1.8,92.893,-46.2,1.334,5099.1,no
32,services,married,high.school,no,unknown,unknown,72,yes,1.1,93.994,-36.4,4.857,5191,no
29,technician,single,university.degree,no,no,no,68,no,-1.8,92.893,-46.2,1.244,5099.1,no
35,admin.,divorced,high.school,no,yes,yes,82,yes,-1.8,92.893,-46.2,1.299,5099.1,no
47,admin.,married,high.school,no,no,no,99,no,-1.8,92.893,-46.2,1.27,5099.1,no
37,management,married,university.degree,no,yes,no,252,yes,-0.1,93.2,-42,4.076,5195.8,no
35,technician,single,university.degree,unknown,no,no,712,no,-1.8,93.075,-47.1,1.405,5099.1,no
37,self-employed,married,basic.9y,no,yes,yes,171,yes,1.4,93.918,-42.7,4.963,5228.1,no
36,technician,married,high.school,unknown,yes,no,112,yes,1.4,93.444,-36.1,4.964,5228.1,no
50,admin.,married,basic.9y,no,no,no,84,no,1.4,93.444,-36.1,4.968,5228.1,no
30,admin.,single,university.degree,no,no,no,135,no,1.4,93.444,-36.1,4.965,5228.1,no
33,blue-collar,married,basic.9y,no,yes,no,132,no,1.4,93.918,-42.7,4.961,5228.1,no
37,admin.,single,high.school,no,no,yes,223,no,1.4,93.918,-42.7,4.961,5228.1,no
45,self-employed,divorced,university.degree,no,no,yes,133,yes,-1.8,92.893,-46.2,1.25,5099.1,no
30,admin.,single,university.degree,no,no,no,258,yes,-0.1,93.2,-42,4.021,5195.8,no
51,management,divorced,university.degree,no,no,no,345,no,-1.8,92.893,-46.2,1.334,5099.1,no
49,self-employed,single,basic.9y,no,no,no,58,yes,1.1,93.994,-36.4,4.858,5191,no
31,technician,single,university.degree,no,yes,no,958,no,1.4,93.444,-36.1,4.962,5228.1,no
40,admin.,single,university.degree,no,yes,no,250,yes,1.4,93.918,-42.7,4.962,5228.1,no
41,technician,married,professional.course,no,no,yes,898,yes,1.4,93.444,-36.1,4.963,5228.1,no
58,retired,married,basic.4y,no,yes,no,185,no,-1.8,93.075,-47.1,1.365,5099.1,no
49,blue-collar,married,basic.4y,unknown,yes,no,282,yes,1.1,93.994,-36.4,4.86,5191,no
39,technician,divorced,professional.course,no,yes,no,135,no,1.1,93.994,-36.4,4.855,5191,no
48,technician,married,basic.6y,no,no,yes,175,yes,1.1,93.994,-36.4,4.857,5191,no
50,entrepreneur,married,basic.4y,unknown,no,no,235,unknown,1.4,93.918,-42.7,4.958,5228.1,no
54,blue-collar,married,unknown,no,yes,no,99,no,1.4,93.444,-36.1,4.964,5228.1,no
38,blue-collar,married,unknown,unknown,no,yes,181,yes,1.1,93.994,-36.4,4.856,5191,no
51,blue-collar,married,basic.4y,no,no,no,132,yes,1.4,93.444,-36.1,4.968,5228.1,no
36,admin.,single,university.degree,unknown,no,no,117,no,1.1,93.994,-36.4,4.859,5191,no
35,blue-collar,married,basic.6y,no,yes,no,372,no,-0.1,93.2,-42,4.153,5195.8,no
44,admin.,married,high.school,no,no,no,126,no,1.4,93.444,-36.1,4.965,5228.1,no
43,blue-collar,married,basic.4y,no,no,yes,69,no,-1.8,92.893,-46.2,1.281,5099.1,no
30,technician,single,university.degree,no,no,no,183,no,1.4,93.444,-36.1,4.963,5228.1,no
41,technician,divorced,basic.4y,no,yes,no,270,yes,1.1,93.994,-36.4,4.856,5191,no
27,management,single,university.degree,no,yes,no,134,yes,1.1,93.994,-36.4,4.856,5191,no
45,blue-collar,married,high.school,no,yes,yes,449,no,-1.1,94.767,-50.8,1.05,4963.6,yes
26,admin.,single,high.school,no,yes,no,160,yes,1.1,93.994,-36.4,4.864,5191,no
36,technician,married,professional.course,no,unknown,unknown,155,yes,1.1,93.994,-36.4,4.857,5191,no
24,student,single,high.school,no,no,no,115,no,-2.9,92.469,-33.6,1.029,5076.2,no
46,management,married,university.degree,no,yes,no,205,yes,-0.1,93.2,-42,4.076,5195.8,no
61,blue-collar,married,basic.6y,no,yes,yes,403,yes,-1.8,93.876,-40,0.695,5008.7,yes
50,admin.,divorced,basic.9y,no,no,no,145,no,1.1,93.994,-36.4,4.857,5191,no
49,technician,married,professional.course,unknown,yes,no,82,yes,1.1,93.994,-36.4,4.856,5191,no
55,admin.,married,basic.4y,no,yes,no,548,yes,-1.8,93.075,-47.1,1.405,5099.1,no
54,blue-collar,married,basic.4y,no,yes,no,109,yes,1.4,93.444,-36.1,4.964,5228.1,no
40,blue-collar,divorced,basic.9y,no,yes,no,207,yes,1.4,93.918,-42.7,4.962,5228.1,no
58,blue-collar,married,basic.4y,unknown,yes,yes,173,yes,-1.8,92.893,-46.2,1.281,5099.1,no
58,entrepreneur,married,university.degree,no,no,no,175,yes,1.4,93.918,-42.7,4.963,5228.1,no
36,admin.,single,university.degree,no,yes,no,379,yes,1.4,93.444,-36.1,4.963,5228.1,no
30,admin.,single,university.degree,no,yes,no,105,yes,1.4,93.444,-36.1,4.964,5228.1,no
45,admin.,single,university.degree,no,yes,no,544,no,1.4,93.918,-42.7,4.958,5228.1,no
40,management,married,university.degree,no,yes,no,401,no,-0.1,93.2,-42,4.021,5195.8,no
42,self-employed,married,university.degree,no,no,no,84,no,1.4,93.918,-42.7,4.962,5228.1,no
43,blue-collar,married,unknown,no,yes,no,128,no,-1.8,92.893,-46.2,1.291,5099.1,no
24,student,single,high.school,unknown,no,no,86,yes,1.4,93.918,-42.7,4.962,5228.1,no
49,management,married,university.degree,no,no,no,549,yes,1.4,93.918,-42.7,4.962,5228.1,no
55,unemployed,married,basic.4y,no,yes,no,6,yes,-1.1,94.199,-37.5,0.879,4963.6,no
49,admin.,married,high.school,no,yes,no,183,yes,1.4,93.444,-36.1,4.966,5228.1,no
48,blue-collar,married,basic.4y,no,no,yes,291,yes,1.4,94.465,-41.8,4.864,5228.1,no
49,admin.,married,high.school,no,no,no,151,yes,1.4,93.444,-36.1,4.966,5228.1,no
40,blue-collar,married,high.school,unknown,yes,no,98,no,1.1,93.994,-36.4,4.857,5191,no
35,services,married,high.school,no,no,no,301,no,-1.8,92.893,-46.2,1.313,5099.1,no
32,admin.,single,professional.course,no,yes,no,16,no,1.1,93.994,-36.4,4.857,5191,no
67,housemaid,divorced,professional.course,no,yes,no,655,yes,-1.1,94.767,-50.8,1.039,4963.6,yes
41,technician,married,university.degree,no,yes,yes,170,yes,-1.8,92.893,-46.2,1.313,5099.1,no
73,retired,married,university.degree,no,yes,no,179,no,-1.8,92.843,-50,1.531,5099.1,yes
32,management,single,basic.4y,no,no,no,73,yes,1.1,93.994,-36.4,4.858,5191,no
33,management,married,university.degree,no,yes,no,113,yes,1.4,93.444,-36.1,4.964,5228.1,no
36,technician,married,professional.course,no,yes,no,86,yes,-1.8,92.893,-46.2,1.27,5099.1,no
40,technician,married,professional.course,no,yes,no,180,yes,-0.1,93.2,-42,4.076,5195.8,no
25,blue-collar,single,basic.9y,no,yes,yes,212,unknown,1.4,93.918,-42.7,4.962,5228.1,no
60,entrepreneur,married,unknown,no,no,no,130,no,-2.9,92.201,-31.4,0.883,5076.2,no
45,management,married,university.degree,no,yes,no,391,yes,1.4,93.918,-42.7,4.968,5228.1,no
33,technician,married,university.degree,no,no,no,91,yes,-0.1,93.2,-42,4.12,5195.8,no
31,admin.,married,university.degree,no,yes,no,280,no,1.4,93.444,-36.1,4.963,5228.1,no
48,self-employed,married,university.degree,unknown,yes,no,750,no,1.1,93.994,-36.4,4.86,5191,no
42,services,married,university.degree,no,yes,no,257,yes,-1.8,93.075,-47.1,1.405,5099.1,no
40,management,married,university.degree,no,no,yes,454,yes,1.4,93.444,-36.1,4.966,5228.1,no
30,technician,married,university.degree,no,no,no,171,no,-1.7,94.055,-39.8,0.748,4991.6,no
41,blue-collar,married,basic.4y,unknown,no,no,38,no,1.4,94.465,-41.8,4.864,5228.1,no
36,housemaid,married,basic.4y,no,unknown,unknown,23,yes,1.4,93.444,-36.1,4.965,5228.1,no
41,management,divorced,basic.6y,no,no,no,268,no,-0.1,93.2,-42,4.076,5195.8,no
60,unknown,married,university.degree,no,no,yes,112,no,1.1,93.994,-36.4,4.86,5191,no
32,services,single,high.school,no,unknown,unknown,363,no,-1.8,92.893,-46.2,1.281,5099.1,no
44,self-employed,single,professional.course,no,yes,no,775,yes,-1.8,92.893,-46.2,1.354,5099.1,yes
25,services,married,high.school,no,yes,no,164,yes,1.4,93.918,-42.7,4.957,5228.1,no
30,blue-collar,married,basic.9y,no,no,no,988,yes,1.4,93.918,-42.7,4.963,5228.1,yes
25,admin.,married,university.degree,no,yes,no,109,yes,1.4,94.465,-41.8,4.967,5228.1,no
31,technician,divorced,university.degree,no,yes,no,132,yes,1.4,93.444,-36.1,4.963,5228.1,no
44,blue-collar,married,basic.4y,no,unknown,unknown,471,no,1.4,94.465,-41.8,4.866,5228.1,no
29,technician,single,university.degree,no,no,no,259,yes,1.4,93.918,-42.7,4.963,5228.1,no
47,admin.,married,university.degree,no,no,no,42,no,1.1,93.994,-36.4,4.855,5191,no
18,student,single,unknown,no,no,no,385,yes,-3.4,92.379,-29.8,0.809,5017.5,yes
25,admin.,married,high.school,no,no,yes,125,yes,1.1,93.994,-36.4,4.856,5191,no
29,technician,married,professional.course,no,no,no,886,yes,1.1,93.994,-36.4,4.864,5191,yes
53,unknown,married,unknown,unknown,no,no,51,yes,1.4,93.444,-36.1,4.965,5228.1,no
36,self-employed,married,basic.9y,unknown,no,no,406,yes,1.4,93.444,-36.1,4.964,5228.1,no
45,blue-collar,single,basic.9y,no,no,no,185,no,1.4,94.465,-41.8,4.865,5228.1,no
31,technician,single,university.degree,no,no,no,154,yes,-0.1,93.798,-40.4,4.794,5195.8,yes
54,admin.,married,unknown,unknown,no,no,34,yes,1.4,94.465,-41.8,4.967,5228.1,no
51,blue-collar,married,basic.4y,unknown,yes,no,334,no,1.4,94.465,-41.8,4.961,5228.1,no
44,entrepreneur,married,basic.4y,no,yes,no,955,no,-1.8,92.893,-46.2,1.344,5099.1,yes
24,blue-collar,single,basic.9y,no,yes,no,545,yes,1.4,93.918,-42.7,4.963,5228.1,no
40,admin.,married,university.degree,no,yes,no,124,no,1.4,93.444,-36.1,4.966,5228.1,no
39,services,married,basic.4y,no,no,no,126,no,1.1,93.994,-36.4,4.86,5191,no
44,blue-collar,married,basic.4y,unknown,no,no,659,yes,-1.8,92.893,-46.2,1.344,5099.1,no
44,management,divorced,university.degree,no,yes,no,230,no,-1.8,93.075,-47.1,1.479,5099.1,no
52,entrepreneur,married,basic.9y,unknown,yes,no,699,no,1.4,94.465,-41.8,4.961,5228.1,no
51,blue-collar,married,high.school,no,yes,no,809,no,-1.8,92.893,-46.2,1.281,5099.1,yes
38,management,married,university.degree,no,yes,no,1276,yes,-1.8,92.893,-46.2,1.313,5099.1,yes
34,technician,married,professional.course,no,no,no,83,yes,-1.8,92.893,-46.2,1.313,5099.1,no
23,blue-collar,single,high.school,no,no,no,251,no,1.4,93.918,-42.7,4.957,5228.1,no
30,admin.,single,university.degree,no,no,no,25,yes,1.1,93.994,-36.4,4.856,5191,no
26,blue-collar,married,basic.6y,no,no,no,389,no,1.1,93.994,-36.4,4.859,5191,no
24,unknown,single,university.degree,no,yes,yes,696,yes,-2.9,92.963,-40.8,1.262,5076.2,no
34,admin.,married,basic.6y,no,yes,yes,102,no,-0.1,93.2,-42,4.12,5195.8,no
59,unknown,married,unknown,unknown,no,no,701,yes,1.4,94.465,-41.8,4.866,5228.1,yes
32,management,divorced,university.degree,no,no,no,342,yes,-1.8,92.893,-46.2,1.344,5099.1,no
27,self-employed,single,university.degree,no,yes,yes,161,no,1.4,94.465,-41.8,4.864,5228.1,no
39,housemaid,married,basic.4y,unknown,yes,no,223,no,1.4,93.444,-36.1,4.963,5228.1,no
29,blue-collar,married,professional.course,no,no,no,34,no,-1.8,92.893,-46.2,1.281,5099.1,no
42,technician,single,university.degree,no,yes,yes,275,no,1.4,93.444,-36.1,4.965,5228.1,no
60,management,married,unknown,unknown,no,no,230,yes,1.4,93.918,-42.7,4.96,5228.1,no
30,technician,single,university.degree,no,no,yes,81,yes,1.4,93.444,-36.1,4.964,5228.1,no
38,management,married,university.degree,no,yes,no,172,no,-1.8,92.893,-46.2,1.281,5099.1,no
49,blue-collar,married,basic.6y,no,no,no,139,yes,1.4,93.444,-36.1,4.963,5228.1,no
30,admin.,single,university.degree,no,yes,no,232,no,-1.8,92.893,-46.2,1.299,5099.1,no
41,blue-collar,married,high.school,no,yes,no,239,yes,-1.8,92.893,-46.2,1.25,5099.1,no
56,blue-collar,married,basic.9y,unknown,no,no,143,yes,1.4,94.465,-41.8,4.967,5228.1,no
58,blue-collar,single,basic.9y,no,yes,no,127,no,-1.8,92.893,-46.2,1.334,5099.1,no
52,blue-collar,divorced,basic.4y,no,yes,no,291,yes,-1.8,93.075,-47.1,1.41,5099.1,no
32,admin.,married,professional.course,no,yes,no,173,no,1.4,93.918,-42.7,4.963,5228.1,no
51,management,married,university.degree,no,yes,no,131,yes,-1.8,93.876,-40,0.697,5008.7,no
31,self-employed,married,university.degree,no,yes,no,73,unknown,1.4,93.444,-36.1,4.963,5228.1,no
34,technician,married,professional.course,no,yes,no,36,no,1.4,93.444,-36.1,4.963,5228.1,no
60,retired,married,unknown,no,yes,no,600,yes,1.4,93.444,-36.1,4.965,5228.1,yes
36,admin.,married,university.degree,no,yes,no,334,yes,-1.8,92.893,-46.2,1.313,5099.1,no
30,services,divorced,basic.9y,no,no,no,177,no,1.1,93.994,-36.4,4.86,5191,no
51,admin.,single,university.degree,no,yes,yes,263,no,-2.9,92.963,-40.8,1.268,5076.2,no
26,blue-collar,married,basic.9y,no,yes,no,159,no,1.4,93.918,-42.7,4.96,5228.1,no
